1,8.13873534214
2,13.000000000005725
3,12.0638521471
4,13.1189904402
5,13.4578969288
6,14.4901077956
7,16.5279167423
8,24.0724130161
9,15.2191061665
10,18.3390086418
11,17.7029723115
12,21.2276130494
13,26.069701334
14,23.562907684
15,23.5766628779
16,25.3376308849
17,21.5376528044
18,25.0154387922
19,23.6350158068
20,25.0447990545
21,24.7674099397
22,26.7140697076
23,28.9572342112
24,29.1946909885
25,31.2185960237
26,30.2061987248
27,32.5054041116
28,34.3738260831
29,32.7290314073
30,40.7923011036
31,34.4038454202
32,33.7403341048
33,33.8924561521
34,36.7903520415
35,34.9091889703
36,33.1770510325
37,35.674008305
38,31.9101150975
39,32.6656527571
40,29.5993756156
41,37.9847399898
42,31.9086654664
43,34.827461398
44,36.3144967545
45,32.2612063425
46,34.3463343493
47,36.4245998662
48,39.4701858274
49,42.1694773147
50,41.9013437569
51,42.7850974023
52,41.5709821993
53,45.421659891
54,45.5628264035
55,49.029630617
56,50.1595102524
57,50.4980799067
58,24.8930749054
59,51.1903294016
60,51.8337539676
61,53.6659515241
62,57.94355051
63,58.7475432378
64,63.9976628208
65,69.6882917547
66,71.2039140733
67,71.3032724008
68,75.6629133264
69,82.2617844819
70,77.0527901137
71,69.8331111464
72,79.7437926521
73,80.2267513167
74,91.6842866843
75,81.9143884369
76,89.99999999995889
77,79.00000000003755
78,88.0301734219
79,83.185452865
80,106.00000000005258
81,109.99999999996793
82,115.99999999995471
83,116.99999999995795
84,119.99999999996656
85,136.00000000005306
86,123.99999999998593
87,20.0255536037
88,115.99999999997014
89,139.9999999999972
90,94.00000000004633
91,129.00000000004914
92,141.00000000002606
93,145.99999999997354
94,128.99999999996922
95,136.99999999998278
96,120.00000000005383
97,96.00000000003203
98,139.99999999996166
99,150.9999999999512
100,23.000000000009617
101,5.999999999999816
102,4.000000000001146
103,4.999999999997522
104,8.00000000000118
105,5.000000000001956
106,121.000000000026
108,1.0
109,0.0
110,0.0
